# USECODE Dialogue Text Dump
# File: D:\Project\uc\SERPENT\STATIC\USECODE
# Generated: 2026-06-16 15:59:44
# Total strings: 16582
# Filter: dialogue-likely only, deduplicated
================================================================================

    1.               the elms?*
 1237. "And 
 1238. "And 'tis no mean feat for us poor Rangers to overcome something that overpowered a Mage, I can tell thee!"
 1239. "And I am here, both as the Lord of Monitor, and as the leader of the Leopards."
 1240. "And I am jealous of her affections, as well. I have found that women are notoriously fickle..."
 1241. "And I am the Lady of Fawn! Thou wilt not go far with such here, stranger." *"What is thy business here in Fawn?"
 1242. "And I can do little more than keep Rabindrinath's insanity from destroying us."
 1243. "And I do not doubt that she could... and would!"
 1244. "And I do not know how to change him back!"
 1245. "And I gave him this warning: The gems are not powerful enough to contain any soul of great power. Should they fail, the soul released shall be very angry..."
 1246. "And I have good news for thee, 
 1247. "And I have heard that Hawk had some sort of enchantment laid on her so that she can not be sailed without him on board. But that could merely be more of his idle boasts."
 1248. "And I have special plans for the Avatar...!"
 1249. "And I know exactly where and how to use it..."
 1250. "And I shall obtain for thee an audience with the MageLord, have no fear! I am as good as my promise."
 1251. "And I thank thee once again for saving my life. I shall never forget thee."
 1252. "And I thought thou wert different than the other men in Monitor! This is not an acceptable price. 
 1253. "And I will search for her, yes, search for her,"
 1254. "And I would advise thee to use great caution about who thou dost ask... lest thou dost find thyself thrown in the dungeons."
 1255. "And I would love to chat further, but I do not speak with strangers. My standards are very high, and thou art not a Knight of Monitor."
 1256. "And I'm afraid that she thinks all strangers are in league with Batlin. Of course, it did not help that he had that Daemon, either..."
 1257. "And I'm the kind of friend who could keep thee warm on a cold winter's night. Not like that thin-framed weaver wench."
 1258. "And Lord British is no Daemon! He's a good man, and hath often commissioned me to create new maps for him..."
 1259. "And Marsten would surely need an accomplice to his evil deeds. It seems that is the role Spektor chose to play in this tragic little drama."
 1260. "And The Fellowship is again openly admitted within the city! I know not what to think."
 1261. "And Torrissio, a fine young Mage with a burning ambition. He reads books and keeps to himself."
 1262. "And a fine champion thou dost make, as well. A true pride to the Wolf Command."
 1263. "And also the private passions of these people! This is such fun, Avatar."
 1264. "And before thou dost ask, I cannot explain the Void to thee. Thou shouldst ask those idiots at the keep.
 1265. "And disregard the rules of the Test of Knighthood? 
 1266. "And do not forget the enchanter who appeared in the midst of the funeral services for our deceased Pikemen!"
 1267. "And do not think of killing me and taking the Serpent. I have it well hidden."
 1268. "And due to mine intervention, the MageLord shall be glad to speak with thee. Please, go to him soonest!"
 1269. "And even if I didn't -- why, I'm an innkeeper, 
 1270. "And food... Food would be good. Yurel is very hungry."
 1271. "And he was none too particular if it was a quick death or not. Anyway, soon his 'research' even upset the Council of Mages."
 1272. "And he was responsible for the death of Seth, Fawn's healer."
 1273. "And heavens know that I'm patient enough... dealing with my slug of a Master!"
 1274. "And here in Moonshade, I'm afraid, Mundanes are little better than chattel."
 1275. "And how many pairs of plate leggings wouldst thou care to sell?"
 1276. "And if I ever discover who has his urn, I shall wring their neck! Canst thou imagine, someone stealing the Ashes of the Dead?"
 1277. "And if one of thy companions is killed, thou canst summon one of us to resurrect him or her, by use of the Hourglass."
 1278. "And if thou dost ever have something that I could use, please bring it. Nothing large. Perhaps a morsel of food."
 1279. "And if thou dost meet me at my barracks at next midnight, I shall show thee another way to spar..."
 1280. "And if thou shouldst ever speak to a disfigured cripple named Morghrim --"
 1281. "And in Moonshade, women may be mages... But the true power lies in the hands of men."
 1282. "And it certainly shows a great enthusiasm for the brew, to be sure. Not usual for a bird, mind thee, but a trick most likely taught to it by some sailor before the lad found it."
 1283. "And it doth not seem right having a woman as a healer. Women should concern themselves with the delights of life, not the sorrows."
 1284. "And it is so seldom that we are able to talk! Be sure to give my greetings to Lord Marsten."
 1285. "And it was I who stole from the town treasury, for we needed the money to acquire a cache of powerful weapons -- explosive weapons..."
 1286. "And it was all I could do to keep Rabindrinath's insanity from destroying us."
 1287. "And its greatest gossip, as well!"
 1288. "And know that my little ones call ye friend as well, as do their larger cousins."
 1289. "And let me remind thee that we give service with a smile around here. 'Tis why the Blue Boar Inn is famous throughout these parts."
 1290. "And no doubt the two of you did compare notes concerning The Fellowship blasphemy. Indeed, is not the traitor secretly a confederate of thyself?"
 1291. "And no one can explain the Serpent Gate, yet we have built our city above it."
 1292. "And now I would like to call..."
 1293. "And now only the one called Ruggs lives... To taunt me with an empty city and my ruined Beauty!"
 1294. "And now she hath returned! The Seer hath come back from beyond the Void."
 1295. "And now that mountain, tried by fire and ice, lies crushed beneath another's dream."
 1296. "And now that they have created the automatons, they may succeed."
 1297. "And now, Priestess, please continue thy witness."
 1298. "And people accuse me of being forgetful! Thou art a Knight, and doth ask me about Monitor?"
 1299. "And perhaps if thou art willing, I shall puzzle thee with my riddles."
 1300. "And so Beast British, who is the force behind The Fellowship heresy, uses Alyssand to communicate with agents such as 
 1301. "And so we can plainly see that the accused doth have a most perverted sense of curiosity. Perhaps a weakness gained from associating with the Beast!"
 1302. "And sometimes I wonder at her sanity, too. She hath developed some far-fetched notions, certis. Why she would have it that poor young Pothos is connected in some way to the Mad Mage! Canst thou imagine?!"
 1303. "And that fiend, Batlin, I hope!"
 1304. "And that includes Argus."
 1305. "And that scholar -- a woman with fine bone structure, but a little too old to pleasure me..."
 1306. "And the experiment that thou didst carry out for me seems to confirm what I believed to be true."
 1307. "And the fine could be as insignificant as a verbal upbraiding, or as serious as thy life."
 1308. "And the other, as I have said, was a tall hooded man -- No one recalls hearing him speak at all. So perhaps he is mute."
 1309. "And the storms are growing more frequent and fierce with each passing day."
 1310. "And then Celennia disappears, just like that! Left Frigidazzi in quite a snit, I'll tell thee!"
 1311. "And then with what happened about that Adept's daughter... No one was surprised when the Council of Mages stepped in and exiled Ensorcio -- except maybe Ensorcio himself!"
 1312. "And then, as dawn broke, he stood on the tower all bloody and called ta the goblins that the King of the White Dragon had saved his people from their stewpots."
 1313. "And then, in the hour of need, he selected me! Such an honor!"
 1314. "And thou art indeed a master, musician automaton."
 1315. "And thou art still of no use to my destiny. I do not have time to prattle with thee, stranger. Stay away from this camp, and from my followers. As the lord of this place, I order this to be so."
 1316. "And thou art the cattle upon which I prey!" *"Who sent thee to destroy Vasculio? Was it those rotting worms of Moonshade?" *"I know it was! Soon I shall have my vengeance for what they have done to me!" *"Who sent thee? Filbercio?! Mortegro?! Gustacio?! Torrissio?!"
 1317. "And thou art the most beautiful creature I have ever seen."
 1318. "And thou art? I'd throw thee out, if thou weren't mine only steady customer. I would."
 1319. "And thou hast enchanted the arrow? Then use it -- use it to numb the tyrant Draygan!"
 1320. "And thou hast thy spellbook, so thou art not a Mundane. Therefore, thou art a Mage."
 1321. "And thou mayest find that some of the mages are very reclusive and will not speak to thee without proper introduction."
 1322. "And thy tattoo makes thee even more desirable than before, 
 1323. "And to good rulers, such as beloved Queen Fawn, who founded our fine society."
 1324. "And to love! Let us drink to the virtues of romance and bliss!"
 1325. "And to think she was once a young and beautiful sorceress, before her ambitions turned her cold and heartless..."
 1326. "And watch for the Ring, Necklace and Earring -- for by these, the Power shall guide thee."
 1327. "And we are carrying an animal's skull, given to us by the strange storm -- it must have changed places with my bow!"
 1328. "And what a temper! 'Tis to be hoped he is better mannered on land."
 1329. "And what didst thou learn?"
 1330. "And what dost thou wish to know?"
 1331. "And what of Rotoluncia? She dislikes thee -- everyone knows it."
 1332. "And what shall we speak of?"
 1333. "And when they lose -- which they must, since Luther is such a powerful brute -- he gloats over them."
 1334. "And where are thy clothes?"
 1335. "And where else but Moonshade wilt thou find a spell in this land? But they are a closed-mouthed lot -- I wish thee luck."
 1336. "And where will we insignificant mortals be once the land which nurtures us heaves its last, explosive breath?"
 1337. "And whilst thou art at each temple, according to the scroll, there is a device of some sort through which thou canst divine the location of each Bane."
 1338. "And who will stop me, hag? Thou?"
 1339. "And with the miracle weapons in our hidden arsenal, not even the Goblins could have taken this city..."
 1340. "And yet... to wonder if you are the Hero of the Dream."
 1341. "And you, my rock-brained monks! Is this how you serve my visions?! You cannot even take the words down properly!"
 1342. "And, as Leon sows the seeds of The Fellowship, I sow seeds in the soil. Gardening distracts my thoughts from being trapped ashore."
 1343. "And, from what I have heard, that seems to be daemons... Perhaps I can hope that she doth have designs on revenge. I would be content to think of Filbercio filling a daemon's belly."
 1344. "And, if I might say so, thou art no doubt the most beautiful Knight in the city!"
 1345. "And, of course, the tournament flag was set."
 1346. "And, to make matters worse, nothing remains of the equipment that Lord British gave us! It hath all been replaced by strange items that I do not recognize."
 1347. "And... After Batlin and his henchmen left Monitor, it was discovered that a valuable Serpent relic was stolen from Andral, the sculptor."
 1348. "Andral is not a fighter, which is a good thing since as I hear that he was miserable at it. Instead, he is an artist. Many of the knights hire him to create statues of them."
 1349. "Andral, our town sculptor, makes them."
 1350. "Andrio hath quite a bit of youthful enthusiasm, and I find that most refreshing, but I do wish that he would use a bit more caution in his experiments!"
 1351. "Andrio is my friend... which is surprising since he is also a novice Mage. Perhaps the outrageous arrogance hath not developed in him yet."
 1352. "Angus is mine husband. He was the innkeeper here after Donal died." *"We raised two fine sons and he hoped to pass the inn to one of them when he were too old to run things. Only he disappeared... same as old Silverpate."
 1353. "Angus is... er, was... Devra's husband. Seemed a right enough fellow. Liked a cup or two of ale in the evenings. Worked hard -- But then, with her nagging, he couldn't help but work hard!"
 1354. "Angus pulled Theron inside when the storm hit, but Theron ran back out to bring in his favorite axe... Next thing there was a blinding flash, and Theron was gone!"
 1355. "Angus was a big man. I cannot see how any harm could befall him without alerting the whole inn."
 1356. "Another of Monitor's female Pikemen, I see. Odd that they encourage women to disfigure themselves." *"I am Great Captain Voldin."
 1357. "Another sign that the heavens are displeased with our associations with false prophets!"
 1358. "Another spell perhaps?"
 1359. "Another stranger! Most suspicious. There have not been many travellers recently."
 1360. "Another time, perhaps. I should go and make my rounds now anyway..."
 1361. "Another time, perhaps."
 1362. "Another time, then."
 1363. "Another time, then..."
 1364. "Another time..."
 1365. "Any Mage can study here in safety, knowing that this place is a sanctuary from violence."
 1366. "Any Mage could tell thee that this is a piece of lab equipment!"
 1367. "Any infant with potential is taken in the dead of night, and a white stone is left in its place."
 1368. "Any key that thou dost put upon it will disappear. It shall never weigh more that what it does now. And if any of the keys thou didst put upon it fits a door thou wishest to open, one of the keys that thou dost see upon the keyring now will open it.
 1369. "Any of the three Serpents shall do, though the Serpent of Chaos would be most appropriate."
 1370. "Anyhow, Silverpate disappeared when Donal was still a young man. Everyone thinks the treasure is still hidden here somewhere."
 1371. "Anyone can see 'tis a pinecone..." ~"What's thy question?"
 1372. "Anyone could tell thee that fur comes from the north, on the mainland beyond the great swamp."
 1373. "Anyone knows that goblins devour people! Why soon before the storms began, they abducted the healer who was gathering herbs."
 1374. "Anything is possible, I suppose. I inherited this inn from my parents, and they from theirs. 'Tis an old name... perhaps from the time of the crossing."
 1375. "Anyway, I had spent weeks searching and was about to give up the search when, quite by accident, I wandered into this cavern."
 1376. "Anyway, after that was found there, the mines were sealed. Until Filbercio became MageLord, that is."
 1377. "Anyway, for some reason he doth refuse to sail again. I do wish he would change his mind, or that another ship would arrive."
 1378. "Anyway, now that he hath been killed, I know not what we'll do. I suppose we must await the arrival of another ship."
 1379. "Apparently each temple was dedicated to one of the six virtues of the Ophidians. Thou shouldst seek out the correct temple before thou canst defeat the Banes."
 1380. "Apparently one of the mages hath taken a liking to them. They are the only ones who could afford such luxuries now."
 1381. "Apparently the buttons also control the doors to the private chambers."
 1382. "Aram Dol is a foul thing that should be destroyed! It exists only to destroy and I fear that if our forces do not return soon, that creature of loathsome chaos will continue to test our defenses and send its unholy servants to our gate! Aram Dol is a powerful sorcerer, and controls items of great power. If thou wert to destroy this demon, I am certain that Isstanar would reward thee!"
 1383. "Aram-Dol is not easily reached. The liche hath surrounded his lair with many creatures."
 1384. "Ardiniss was an old man, 
 1385. "Ardiniss' loss was a sad blow as the tides of war turned. Now Serpent's Fang holds the line of retreat, not the forefront of the war, and DeathWatch has taken on another meaning... watching for the fall of Chaos."
 1386. "Are they not a marvel?! Look at how they go about their tasks without complaint! They have no cares, no concerns... only their assigned duty.
 1387. "Argh! Thou thinkest thou canst save thy precious Gwani by slaying me? Fool! Thou hast the brain of a headless!" *"I laugh at thee, even as I lie here dying in mine own blood. The Gwani are doomed I tell thee, doomed like a feeble rabbit in my trap, hahaha..."
 1388. "Argus is Mistress Devra's oldest son, 
 1389. "Argus is mine oldest boy. He's a captain in the Pikemen... Or he was until he came home to take over his father's place." *"Mine husband always thought that Wilfred, our youngest, would be the one to take the inn. But he hath become too high and mighty to be an honest innkeeper!"
 1390. "Argus is very nice to me. He compliments me on my dress or mine hair, even though I know I look a mess." *"He's much nicer when Devra isn't around... I do not think she likes me."
 1391. "Argus is... or was... a member of the Wolf Command."
 1392. "Arrest... Lord Marsten?"
 1393. "Arrgh..."
 1394. "Arrogant manipulators! Never once did they attempt to divine if my visions were true!"
 1395. "Arrogant people down there. Always wantin' ta beat thee. They have a big walled city south of here. Monitor is where the Pikemen are from."
 1396. "Art thou a Mage, Topo?"
 1397. "Art thou a Master?"
 1398. "Art thou a follower of this Fellowship, Scots?"
 1399. "Art thou a member of the High Command? Art thou a Hierophant? I think not!
 1400. "Art thou a spy? Come, friends, we must kill the spy sent by the Hierophant of Order!"
 1401. "Art thou absolutely certain that this thing was a living severed hand? I doubt it is so. Perhaps if thou didst have it to show to me..."
 1402. "Art thou an official envoy from Serpent's Fang?"
 1403. "Art thou blind! Canst thou not see the foul beast?" *"Have mercy! I beg thee to slay such an horror! Please, thou must kill it before it takes me!"
 1404. "Art thou certain of thy facts?"
 1405. "Art thou certain thou hast not cast a dweomer upon me? I usually do not lower my prices so."
 1406. "Art thou daft? I have already given thee the key. Thy friend is locked in the jail. It is in the northeast part of town."
 1407. "Art thou daft? I said that I have never met the man. I can form no opinion."
 1408. "Art thou deaf, or merely an imbecile? I offer 
 1409. "Art thou friend or foe?"
 1410. "Art thou from this land, from New Sosaria?"
 1411. "Art thou in need of food or healing?"
 1412. "Art thou insane? Why art thou attacking me? This is my dream!" *"If I had a two-handed sword, I would make mincemeat of thee!" *"I must awaken..."
 1413. "Art thou interested in buying a spell perhaps? I could always use more money for ale..."
 1414. "Art thou jealous of me to change thy mind so? If so, I am not amused!"
 1415. "Art thou jesting? My previous offer stands, at 
 1416. "Art thou jesting? They belong to me now! I gave thee thy chance when I left. If thou still wantest them, thou wilt have to take them from me!!"
 1417. "Art thou joking? My previous offer stands, at 
 1418. "Art thou not from a strange land that thou dost call Earth?"
 1419. "Art thou not honored? We meet again..."
 1420. "Art thou ready to obtain thy tattoo?"
 1421. "Art thou referring to me?"
 1422. "Art thou serious? Thou wouldst offer only 
 1423. "Art thou sure thou art not a wizard... Ta talk me into a price such as this?"
 1424. "Art thou testing my knowledge, Champion of Balance? Dost thou think to find an Order warrior of my status wanting?
 1425. "Art thou the great hero from a distant land?! Oh, my name is Freli. I am glad to meet thee!"
 1426. "Art thou trying to discover how far we have fallen since Ssithnos perished? Then thou mayest judge Order by me, one of their ultimate warriors.
 1427. "Art thou trying to jest with me? Thou dost not have 40 guilders!"
 1428. "Artistry is something that one is born with -- it cannot be learned or imitated. As I was born with the talent, I could not deny my duty."
 1429. "As Edrin hath told thee of me, he hath dreamed of thee. I knew that thou wouldst come... 'Twas only a matter of time."
 1430. "As Filbercio doth not take being rebuffed lightly, he hired Stefano to steal something of Columna's from Torrissio, to use as blackmail. So the MageLord may prevail in this intended infidelity -- if Frigidazzi doth not discover him."
 1431. "As I always say, one must pay high prices to obtain high quality."
 1432. "As I am far from my days as a novice, I do not remember all that the Magister taught us. I wasn't much interested then, or now. I sent him to Fedabiblio."
 1433. "As I had feared, the imbalance hath grown too powerful..."
 1434. "As I have said before, I am very good at riddles. Art thou sure that thou doth want to play?"
 1435. "As I have said, I know little of your human rituals, but I do know that these Ophidians worship snakes."
 1436. "As I have said, I serve and protect my master's household. I do not have time for talk."
 1437. "As I have said, I serve and protect my master's household. I must work..."
 1438. "As I have said, I serve and protect my master's household. The apothecary's shop is a prime target for thievery
 1439. "As I have said, I serve and protect my master's household. This have I done for a great many years."
 1440. "As I have said, I serve and protect my master's household."
 1441. "As I have said, I serve and protect my master's possessions from the many thieves who would take them
 1442. "As I said before, mages are nothing if not prideful. So it is now forbidden for any to visit Erstam... Which, from what I am told is fine with him!"
 1443. "As I said before, there are two ways to enter the land of dreamers. If thou didst come here from the comfort of thy bed, thou canst simply awaken and thou wilt return to the land of waking men." *"But, if thou didst come here through the enchantments in the Swamp, thou must die here to return to thy body."
 1444. "As I said before, there are two ways to enter the land of dreamers." ~"If thou didst come here from the comfort of thy bed, thou canst simply awaken and thou wilt return to the land of waking men." *"But, if thou didst come here through the enchantments in the Swamp, thou must die here to return to thy body."
 1445. "As I said, 
 1446. "As I stated in the earlier session of these proceedings, 
 1447. "As I think the key might be useful to thee, I am giving it to thee."
 1448. "As I told thee, I don't recall very much history. All I do know is that the ancients seem to have worshipped serpents. If thou wishest to know more, ask Fedabiblio. He's very learned on the subject."
 1449. "As Priestess of Beauty, I have the power to call forth a revelation from the Oracle. In times past, before the storms began, people came from all around to hear the Oracle's divine words."
 1450. "As Renfry can tell thee, we Monitorians have a special reverence for the Ashes of the Dead."
 1451. "As a Bear, I know that our Command is innocent. Caladin doth have many faults, but being devious is not one of them."
 1452. "As a Knight of the Order of the Bear, I am charged with defending Monitor at all times."
 1453. "As a child, I was called a freak because I collected bugs! But when I went to dispose of my collection, I was called grotesque! I was so upset I could barely finish eating! But now I am called by an honorable gentleman's name, given to me by the Master."
 1454. "As a favor to me, please continue searching for the spy. Surely, conclusive evidence shall appear sooner or later..."
 1455. "As a sign of her regret for what hath happened -- jail and all -- she sent three gifts to thee."
 1456. "As a sign of mine appreciation and great affection for thee, please accept this gift. 'Tis my greatest possession."
 1457. "As a sign of mine appreciation and great affection for thee, please accept this gift. It is my greatest possession."
 1458. "As a token of mine appreciation, I shall give thee the most valuable possession I could bestow upon thee."
 1459. "As a token of my gratitude, please accept this, the Scroll of the Serpent."
 1460. "As always, I am honored that thou choosest to visit me, 
 1461. "As an expert craftsman, I can tell thee what most materials are, if I can examine the item."
 1462. "As fond as I am of good wine, 
 1463. "As for Adept Rotoluncia, she is steeped in magic and a mistress of the arcane. Do not provoke her, for her anger is terrible."
 1464. "As for Columna, she is only one-third his age! And such an attractive woman..."
 1465. "As for Fawn, the place is obsessed with strange customs. And they worship Beauty -- now, how can that compare to Courage?"
 1466. "As for Shade, it stands for shelter against the cruel light of Honesty. We believe in Truth here, but only within reason."
 1467. "As for Spektor, he would rather pick up a quill than a sword. With such leaders, how can the Leopards amount to much!"
 1468. "As for Voldin's death -- that saves me the trouble of having him executed. Praise the deed!"
 1469. "As for old Voldin, I think he is not greatly missed."
 1470. "As for the Wolves and the Bears, they are like children. "
 1471. "As for the Wolves, everyone knows that Brendann is weak. If thou dost ask me, he spends too much time playing stud, and not enough with his sword and axe."
 1472. "As for the earring, it is inscribed with serpentine runes of ancient design."
 1473. "As for the levers -- why, they are prayer levers, by which I commune with Beauty! They are sacred, not to be profaned by doubters such as Alyssand."
 1474. "As for thee, 
 1475. "As he lay dying, Hawk gave me this key. He said that it unlocked his sea chest at the Blue Boar Inn, and that the contents might be helpful someday."
 1476. "As his mother's youngest son, he took the council seat when his cousin resigned. His elder brother is now in charge of the family's shipping business."
 1477. "As it is, they have nearly brought disaster upon us all... including thee, Hero from Another World."
 1478. "As loathsome as Luther is, perhaps he doth have a point. Krayg doth indeed take long walks in the woods, most strangely..."
 1479. "As long as she hath not rejected me out of hand, I will be content to wait. Thy good deed hath given me reason to live!"
 1480. "As long as the Hourglass of Fate is with thee, if thou art killed, thou shalt be resurrected on Monk Isle."
 1481. "As long as those humans stay out of my domain I shall reciprocate by not trespassing upon theirs."
 1482. "As one woman to another, wouldst thou consider 
 1483. "As only the serpent of earth could withstand both the fire and the ice of the other serpents, it did possess the most power." ~"The fire and ice serpents were violently opposed to each other, but were held in check by the serpent of earth."
 1484. "As only the serpent of earth could withstand both the fire and the ice of the other serpents, it possessed the most power. The fire and ice serpents were violently opposed to each other, but were held in check by the serpent of earth."
 1485. "As promised, I will send thee to my shipmate, Scots."
 1486. "As shall I...."
 1487. "As sweet-tongued as always, Olon. Dost thou truly wish ta buy this sot a drink, 
 1488. "As the Priestess of Beauty, I must warn all of thee to remain wary of these strangers! They preach doctrines which deny the primacy of Beauty. The Fellowship is an insidious philosophy which threatens to undermine our common society."
 1489. "As the course of destiny calls us to many places and many worlds throughout the universe, mine ancestors grew wings to travel far."
 1490. "As the leader of the Leopards, this is my year to rule Monitor."
 1491. "As the leader of the Wolves -- "
 1492. "As the sand dwindles within the Hourglass of Fate, the danger will only increase. Thou must find the answer quickly, Avatar!"
 1493. "As the tattooist, it is my privilege to grant the first tattoo to any warrior who completes the Test of Knighthood."
 1494. "As the voice of compromise and experience, I have always been selected MageLord by the Adepts."
 1495. "As thou art not!"
 1496. "As thou canst see, Fawn is built upon the water. We are... or were... fishermen by trade."
 1497. "As thou canst see, I have had much practice on myself. As the tattooist, I can have as many tattoos as I desire..."
 1498. "As thou canst see, Thoxa and I are both skilled enough that we both yet live."
 1499. "As thou canst see, this cone still doth have its seeds. It hath been newly released from its tree."
 1500. "As thou canst see... I am a Knight of Monitor."
 1501. "As thou canst surely see, thy companion is not being held prisoner in my manor. Look around at thy pleasure."
 1502. "As thou didst free me, I can offer my spells to thee at a discount. Say, perhaps half the normal price? Yes, that is what I will sell my spells for -- half cost!"
 1503. "As thou dost have something I want, then I am obliged to provide something to thee that thou couldst want."
 1504. "As thou dost not have the guilders to pay me, I am afraid thou shalt go hungry, felon."
 1505. "As thou dost well know, seeing that I did obtain thee an audience with the MageLord. Who else could have done such a thing?"
 1506. "As thou dost wish, 
 1507. "As thou dost wish, love."
 1508. "As thou dost wish."
 1509. "As thou dost wish... What else shall we speak of?"
 1510. "As thou dost wish..."
 1511. "As thou hast aided me in mine experiments, I shall teach thee spells free of charge."
 1512. "As thou hast aided me so shall I help thee, 
 1513. "As thou hast no doubt noted, our tattoos mark us according to our Command."
 1514. "As thou hast no doubt noticed, the burden of being MageLord wears heavily upon me. I spend all of mine hours in the palace. I have no life of mine own. I seldom even research new spells."
 1515. "As thou hast now seen, the peril that faces Cantra doth go beyond merely being taken by the Goblins. Some foul thing doth possess her."
 1516. "As thou hast probably guessed by now, my friends started calling me 'Stumpy' because I loved to stump them with my riddles."
 1517. "As thou hast probably guessed, I am especially good with female students... But thou shouldst ask me of this another time."
 1518. "As thou hast recovered it, that right naturally has fallen to thee."
 1519. "As thou hast seen or surely wilt see, this is not a place that sustains life. There is no safe way out of this place."
 1520. "As thou hast seen, the ashes are used in the climax of the Test of Knighthood. Somehow, they have the power to summon one's totem animal."
 1521. "As thou hast won back the helm of Monitor, thou art truly deserved of the title Champion Knight of Monitor. I salute thee!"
 1522. "As thou knowest by now, this is a city of warriors. I myself passed the Knight's Test when I was fifteen, but my true love hath always been art."
 1523. "As thou knowest, I am the sole survivor of the patrol which the Goblins ambushed -- when Astrid was taken."
 1524. "As thou mayest imagine, Moonshade hath its share of tall tales and stories. In fact, many of them are started by the mages in question, to enhance their reputations!"
 1525. "As thou now knowest, she is most terrible to those who do not bend to her will."
 1526. "As thou wishest, 
 1527. "As thou wishest. But bear in mind that the visions may be of aid to thee."
 1528. "As thou wishest. I shall proclaim the verdict which I was previously instructed to give."
 1529. "As thou wishest..."
 1530. "As thy wish. I shall start again with Rhys..."
 1531. "As to the method of how it works -- Thou hast proven thyself intelligent. Discern it for thyself."
 1532. "As well as I can remember, most of the people that fled from the usurper were Mages. I don't think that any of them are still alive, but thou canst never tell. Perhaps the Mad Mage is that old, who knows? Certainly not the current MageLord."
 1533. "As with all who offend the MageLord, this criminal must be sent to the hellhole known as Dungeon Freedom."
 1534. "As with me, thou must wrest him from his last slumber to reveal his truths to thee... but alas, he was killed in the War, and I know not where his remains lie."
 1535. "Aside from me, there be only old Delin the Provisioner, and he be half-crazy."
 1536. "Ask Delphynia. She doth know all manner of strange things."
 1537. "Ask Jorvin if it is a Goblin skull. If it is, I might buy it from thee to hang above the door!"
 1538. "Ask in Fawn. He was proud enough about the ring. Someone will know who it belongs to."
 1539. "Ask me about it again, if we ever sail to Moonshade. I shall relish telling thee more then. But for now, it only makes me angrier with Hawk for stranding me here!"
 1540. "Ask me again tomorrow. I promise thee that I can accomplish this thing, but not instantly, not immediately."
 1541. "Ask me again when thou dost have a spellbook!"
 1542. "Ask me again, handsome, if thou dost become... thirsty."
 1543. "Ask me something else..."
 1544. "Ask me these things: where thou must go, what thou must bring, and the rite thou must perform."
 1545. "Ask thou Delin if he hath heard of such a cap. He is the provisioner. He should know."
 1546. "Ask thou Delin if he hath seen a cap like this. He is the provisioner. He should know."
 1547. "Ask thy questions, Avatar. However, I shall reserve the right to silence. After all, I am the custodian of Lady Yelinda's confidential matters."
 1548. "Askin' about folk tales. Bought the boys a round or two ta loosen their tongues. Her favorites were the tales of the Gwani."
 1549. "Astrid was a brave woman. But the next Champion Knight shall be me."
 1550. "Astrid was a magnificent Knight Champion! Even though she was a Bear and I a Leopard, we were boon companions."
 1551. "Astrid was such a person. When I become the Knight Champion and the Helm is recovered, I shall wear it in Astrid's memory."
 1552. "Astrid was unique among us, for she had held the title for nearly three years. In the north, they say that women are weak, but not in Monitor!"
 1553. "At 
 1554. "At any rate, what dost thou desire to speak of?"
 1555. "At first they were but nightmares... Until I feared to close mine eyes. And then the death and destruction I saw followed mine every waking move."
 1556. "At last thou hast found me, Avatar... I thought that I was free of thee when that strange lightning teleported me to this place..." ~"But now we are joined and I shall remain with thee until thou dost release me!"
 1557. "At last, I am awakened from the slumber of death. I know thee, for the Great Earth Serpent hath whispered to me of thee. Welcome, noble Avatar! Thou hast arrived on the very brink of disaster. It is up to thee to restore the land to its needful Balance."
 1558. "At last, a stranger! Oh, but have we met before? This existence is confusing..."
 1559. "At last, all is made clear! Tell good Gustacio that Edrin the missing brother is actually Ale the Bird! He will know what to do from there..."
 1560. "At last, the labor of a lifetime hath come to consummation! I think Boydon hath been created rather well. Thou hast done an excellent job in assisting me in his creation."
 1561. "At last, the values of The Fellowship have reached into the ranks of the Pikemen! I am honored."
 1562. "At least I think that is what they are called.
 1563. "At least that miserable Pomdirgun hath gone to his grave. Or by the way of the Goblins, probably the cooking pot, more like."
 1564. "At long last thou hast returned! I have kept it safe for all the centuries since thou wert last here!"
 1565. "At other times -- like when the sailors and I were banished from the city -- they reflect the wishes of Kylista and the Great Captains."
 1566. "At present, I am hard at work fulfilling mine appointed destiny. Conversing with thee is nothing but a useless distraction from achieving that end."
 1567. "At the end of this corridor lies the grand shrine of Order. That is where the Hierophant performs the ceremony to open the Wall of Lights."
 1568. "At the nearest tavern, of course!"
 1569. "At this price, I might as well sell the inn and go live in a hut! Thou dost drive a hard bargain, 
 1570. "Avatar! Art thou all right? I heard what sounded like the explosions of a volcano -- and look at all the fire here..."
 1571. "Avatar! At last thou hast come. Seeing thee again hath brought me strength."
 1572. "Avatar! Because thou didst keep thy promise to release me"
 1573. "Avatar! How good it is to see thee! How long hath it been since we last met?"
 1574. "Avatar! I am glad to see thee!"
 1575. "Avatar! I cannot believe thy words!"
 1576. "Avatar! I have found a most intriguing scroll that tells of some sort of mystic connection between the Banes and the ancient temples!"
 1577. "Avatar! It is I, Dupre! My soul has been fused with the Serpent of Chaos. I am keeping it from attacking thee, but I do not know how much longer I can hold out! Quickly! Thou must go to Sunrise Isle!"
 1578. "Avatar! Please free thine old friend! Now that Marsten is jailed, please speak to Brendann and win my freedom!"
 1579. "Avatar! Release thou me from this vile cell!"
 1580. "Avatar! Save me!"
