# USECODE Dialogue Text Dump
# File: D:\Project\uc\ULTIMA7\STATIC\USECODE
# Generated: 2026-06-16 17:36:28
# Total strings: 11873
# Filter: dialogue-likely only, deduplicated
================================================================================

    1.           -- Iolo Arbalest
 1349. "Fare thee well, Avatar."*
 1350. "Fare thee... well."*
 1351. "Farewell is said to you."*
 1352. "Farewell my master." The gem seems to dim a little.*
 1353. "Farewell! Thou must watch the postings for our performance dates!"*
 1354. "Farewell!"*
 1355. "Farewell, 
 1356. "Farewell, Avatar. Good luck to thee."*
 1357. "Farewell, Avatar."*
 1358. "Farewell, friend. I look forward to thy return."*
 1359. "Farewell, then. I shall always rejoin if thou dost so desire." Iolo turns away from you.*
 1360. "Farewell. May all thy journeys be interesting ones."*
 1361. "Farewell. May thy journeys be profitable."*
 1362. "Farewell."
 1363. "Farewell."*
 1364. "Farmer Mack's chickens lay plenty of eggs. It is a good thing the people here have such healthy appetites!"
 1365. "Father was a member of The Fellowship. I don't know why the medallion was in the chest -- he usually wore it."
 1366. "Father was the best blacksmith in Britannia. People were always coming from everywhere to get him to make this and that."
 1367. "Father was the blacksmith. I cannot believe that he has been murdered! He had no enemies that I know of. Unless it was The Fellowship."
 1368. "Fear not, brother; we know it's there."*
 1369. "Feel free to ask about any of the exhibits.
 1370. "Feel free to explore mine humble abode. Though, have a care. My guardians are none too intelligent and will most likely assault anything living." He smiles with his death's head grin.*
 1371. "Feeling all right, man?"*
 1372. "Fellow member! How art thee! I hope thy journey to Buccaneer's Den was not too troublesome! Welcome to our island!"
 1373. "Fellow members, each of thee has faced -- and doubtless shall face again -- a moment in which thou dost feel the heat of the fever. A moment when thy mind has been clouded with illusory thoughts and visions. A moment when thy recognition has simply vanished, without rhyme or reason. A moment when, perhaps, thou hast even doubted the very words of The Fellowship itself!"*
 1374. "Fellowship members have an inner voice which speaks to them. I have not heard it yet, but I am working toward it. I may need to spend another few days at the Meditation Retreat in order to do so. Batlin tells me not to be discouraged, though. He says I will hear it when I have made myself worthy."
 1375. "Fenn and me are chums and will be to the day we die. We share in each other's vast expanses of wealth."*
 1376. "Fenn and me have been friends since we were little tiny babes."
 1377. "Fenn is a beggar who refuses all aid from The Fellowship. A pathetic case. Not even his former friend Merrick can reach him any more."
 1378. "Fenn was a farm laborer, and one of Komor's most trusted friends. With the farm gone Fenn just did not have any place to go or any way to live."
 1379. "Fewer items must be carried by you to take this whistle."
 1380. "Fill it out and return it here at the end of the year when thou dost come back to pay thy taxes."
 1381. "Fine by me!"
 1382. "Fine choice."
 1383. "Fine then. Thou art on thine own."
 1384. "Fine! Thou wilt find the chickens out back. Thou must feel around in the nest to find the eggs that are there. But there is a limit to how many they will produce in one day, of course."
 1385. "Fine!"
 1386. "Fine, 
 1387. "Fine, sailor, whatever makes thy blood boil...
 1388. "Fine, slug!"*
 1389. "Fine, sweetheart. Whatever makes thy blood boil... 
 1390. "Fine. Go away. It shall do thee good!"*
 1391. "Fine. Go on and live thy life in peace and happiness."
 1392. "Fine. I'm not going to talk to you anyway!"*
 1393. "Fine. If thou dost wish to be the Avatar, I will not argue. Thou canst be the Avatar if thou dost want to be."
 1394. "Fine. Rot for all I care!*
 1395. "Fine."
 1396. "Fine." The boy looks angry. "But I'll follow thee anyway."
 1397. "First thou must make dough from the flour. Simply spread some flour out on the table, add some water to make it thick and, well, doughy. Then use the dough in the oven to bake it. Wait a bit, then-- voila! Thou dost have bread!"
 1398. "First thou wilt need the three potions. Then, thou must place each one just below a connecting tube -- the order matters not. Take an empty vial -- I should have one here in my lab -- and set it below the nozzle. Then, turn on the burner. After but a few minutes, the mixture will form, and the filled vial will be ready for thee."
 1399. "Following thee around, 
 1400. "Food or drink, 
 1401. "Fool!! What possessed thee to cast that damned Armageddon Spell? I knew it was dangerous! Thou didst know it was dangerous!! Now look at us! We are all alone on the entire planet! Britannia is ruined! What kind of Avatar art thou!?! Now, with no Moongates working, we are both forced to spend eternity in this blasted wasteland!~~"Of course, it could be viewed as a clever solution to all of our problems. After all, not even this so-called Guardian would want Britannia now!"*
 1402. "Fools like our good friend the guard would have us believe that nothing has changed in Britannia for over two hundred years. That we can live our lives as if all of our problems do not exist. I say to thee that it is people like that who cause our problems in the first place."
 1403. "For a gold coin I will tell thee another. Dost thou wish to hear it?"
 1404. "For a time the venom will heighten one's physical and mental performance, such as allowing one to work harder, for example. But after the effects have worn off, it will impair the user permanently."
 1405. "For all the years I've been in Skara Brae, he's been a raving lunatic. What with all o' them silly rhymes and his crazy laughter.~~"Then one night, we all hears thunder when there isn't a cloud in the starry sky, and I seem to recall a full moon..." He gets a thoughtful look on his face. "But as I was sayin', there was this thunder, then this deep, dark laughter coming from the tower on the northern point -- Horance's Dark Tower." After this he falls silent for a moment.
 1406. "For breakfast I usually prepare a dish that my Liege brought with him from his homeland. Here we call it Eggs British. It is served with assorted fruits and tea, of course. It is the King's favorite."
 1407. "For but 5 gold thou canst let one of our lovely rooms. Dost thou wish to stay here for the night?"
 1408. "For example, I simply teach a combination of physical and mental exercises which increases one's intelligence. This, in turn, gives one an advantage if one desires to practice magic."
 1409. "For naught more than 5 gold thou canst get a lovely room. Dost thou wish to stay the night?"
 1410. "For non-artists, they have given generous contributions to the theatre. They are -fine- people in my book!" He rubs his hands with glee.
 1411. "For someone recently knighted, he has retained his good looks and boyish charm, hasn't he?"*
 1412. "For the past veek I have been avay from home doing vork for The Fellowship."
 1413. "For thee, it is free!"~~Bennie serves you and your party a delicious meal of beef and pastry.
 1414. "For thy kindly gift of flowers, I will aid thee for half price." She smiles at you.
 1415. "For thy kindness, I will give thee this white potion I found once while straightening the basement."
 1416. "For which game dost thou want to hear the rules?"
 1417. "For years Komor, Fenn and I lived off of the rubbish of others, sleeping by the side of the road. Then I found The Fellowship and my life was changed for the better. I have tried to share my newfound fortune with my friends but I fear they hate me for being more resourceful than they."
 1418. "For years and years I roamed the seas, pillaging and raping and terrorizing. Now that I am past the age of fifty, I want to live the rest of my life in relative peace and quiet here on Buccaneer's Den."
 1419. "For you to talk to wisps is still your wish? Then helping you is my goal. A whistle can be made by me."
 1420. "Forget it, Myrtle. The jig is up. They know all about us."*
 1421. "Forgive me if I do not believe thee."
 1422. "Forgive me master, but I shan't be leaving. However, thou mayest cease thy speaking... if thou dost wish it."*
 1423. "Forgive me, I am a bit overzealous in my search for students. I hope thou wilt return in the future."
 1424. "Forgive thee! What might I forgive in one such as thee, 
 1425. "Forsythe is the mayor. Perhaps thou canst find him in the Town Hall, shouldst thou wish to speak with him."
 1426. "Fortunately for Sprellic our honor flag was returned. If it had not been we would have had no choice but to regain our honor with his blood."
 1427. "Frederico and Tania treated all members of our Fellowship as if we were diseased. Frederico particularly would often bully our members. Thou dost know, it is common knowledge that we are pacifists. He had a reputation for cruelty, even among his own people. It is not surprising he came to a violent end."
 1428. "Frederico and Tania were killed at the Minoc sawmill in a manner most gruesome."
 1429. "Frederico vas mine only brother, and no vone loved Tania more than I did, save for Frederico himself. Vhat happened to them vas unspeakable. I vish I could tell thee more. If thou vishest thou may speak to Sasha, but only briefly. Now is the time for him to mourn."
 1430. "Frederico was the leader of the Gypsies, and Tania was his wife. They lived outside of town. I know nothing more about them."
 1431. "Frederico, the leader of the Gypsies, and his wife, Tania, were good people. Why, the worst thing I ever knew either of them to do was a simple prank."
 1432. "Friendly fellow -- I like him. His name is Elad."
 1433. "Friendly fellow -- I like him."
 1434. "From Aimi I have heard that he is brilliant, and... also a bit overzealous to instruct those interested in increasing their knowledge."
 1435. "From Question Five we learn that thou art a person who instinctively believes that they are incapable of achieving success, at best only presenting the illusion of success." Batlin slowly shakes his head.
 1436. "From Question Five we learn that thou art a person who instinctively believes that they are incapable of achieving success, someone who feels that they can only profit through the exploitation of others." Batlin slowly shakes his head.
 1437. "From a horse? Right! Like I've got some to give you."
 1438. "From out the dawn, when sun doth rise,~"Until next morn when moon must go,~"I answer to thy beck and cries,~"thine humble servant, Carrocio!"
 1439. "Fruit and milk are Emp foods. Especially fruits are liked by me. Meats," he shakes his head,~~"are -not- liked by Emps."
 1440. "Fruit, milk, cheese are eaten by Emps.
 1441. "Fruits and vegetables are our favorites. Many are sweet."
 1442. "Fruits are found easily in the forest," 
 1443. "Fruits are good and sweet -- like honey!"
 1444. "Fruits are pleasant-tasting, like the honey you gave us!"
 1445. "Full of information, that chap. But he never seems to leave Britain anymore."
 1446. "Funny name. But, all humans have funny names." He shrugs.
 1447. "G'bye, 
 1448. "G'day, 
 1449. "Gads! Thou dost want me to join! Away from me, thou dolt!"*
 1450. "Gamblin' is how Robin makes his living. I do not think he has had a regular post in all of his life!"
 1451. "Gambling is what Robin does for money. But he spends so much time talking about Lord British that thou wouldst think he was royalty or something!"
 1452. "Gargoyles in The Fellowship."
 1453. "Gargoyles! What about them? They be the vilest, evilest, cruelest, most despicable things ever ta crawl upon this great land. I kinna tell ye too well ta stay away from them. I kin only imagine whata fine town this'd be if there weren't na more gargoyles. 'Course, I know those dogs are probably sayin' the same about us. Everybody knows they're gonna come an' kill allus in our sleep one evenin'."
 1454. "Garritt is so talented at the whistle panpipes! It is truly a gift!"
 1455. "Garritt, my son, told me that Tobias was in possession of some silver snake venom. I went to investigate and found Tobias with it!"*
 1456. "Gaye, who runs the costume shoppe, is of more interest to me. But she is a Fellowship member and I have no wish to become one. I hope that it does not prevent us from courting."
 1457. "Gentle Avatar, it is good of thee to come to our humble town. Thou canst well see that The Fellowship has much work to do if it is to alleviate the suffering of the unfortunate of Britannia."
 1458. "Get thee away and cease taunting me! Thou art cruel, 
 1459. "Get thee away! I'll hear no more of thy lies!"*
 1460. "Give a man a loaf of bread and thou hast fed him for a day, give a man a play and perhaps thou hast fed his soul for a lifetime! Once thou hast seen one of our productions I am certain thou shalt reconsider."
 1461. "Give me that!" says Malloy as he snatches a piece of the scroll away. He examines it for a moment. "According to this we shall be finished in... one hundred and seventy three years! Owings, we have got to start working faster!" The two of them go back to digging with their spoons. As they dig Malloy turns to Owings and says, "This is another fine mess thou hast gotten me into!"
 1462. "Glad to make thine aquaintance."
 1463. "Gladstone is a sculptor and a glassblower. He also is in charge of most of the business decisions for the Guild."
 1464. "Glenno at thy service!"
 1465. "Glorious day, 
 1466. "Go ahead," says Grod.*
 1467. "Go and look behind my farm in the middle of the field. Take a look for thyself and thou shalt see my proof."
 1468. "Go and search for monsters. Vanquish them. Take their gold! Gain experience! Use that experience when thou dost visit trainers. Increase thy strength, dexterity, and intelligence, as well as thy combat skill and ability to perform magic. Thou wilt be lost without this necessary evolution of experience!"
 1469. "Go away! Thou art cruel and mean-hearted." She turns away, but not before you see the tears in her eyes.*
 1470. "Go away!!"
 1471. "Go away!" The man spits at you and turns away.*
 1472. "Go away, bee killers!"*
 1473. "Go away."*
 1474. "Go inside. Tell them you are the Avatar!"
 1475. "Go to Buccaneer's Den. Search for the one called 'Hook'. Talk to the so-called Fellowship. Thou shouldst have no trouble ascertaining his whereabouts there. I am sure that thou wilt eventually find the location of The Black Gate! Good luck!"*
 1476. "Gold and lead."
 1477. "Good day to thee, 
 1478. "Good day to thee, Avatar."
 1479. "Good day to thee," says Lord John-Paul.
 1480. "Good day to thee."*
 1481. "Good day! Do come back and visit again soon!"*
 1482. "Good day,
 1483. "Good day, 
 1484. "Good day, Avatar."*
 1485. "Good day."*
 1486. "Good for thee. I would have had to kill thee. I am Garok Al-Mat. At least, the last time I looked in the mirror, that was who I was!"
 1487. "Good fortune to ye, 
 1488. "Good game live also in the forest: Foxes and the like."
 1489. "Good journey to thee, 
 1490. "Good journey!"*
 1491. "Good journey, my friend."*
 1492. "Good journeying, 
 1493. "Good luck is hoped for you."*
 1494. "Good man. He is our branch leader here in Trinsic."
 1495. "Good news, 
 1496. "Good!" Jaana winks at you from behind his back.*
 1497. "Good, I will be awaiting thy return!"
 1498. "Good, join. See Abraham or Danag about join."
 1499. "Good, now we can get on with freeing the rest of Skara Brae. The destruction of the Well of Souls can only be brought about by the selfless sacrifice of a spirit. A living being will not do, because the soul is tied to the body.~~"Go out into the town and find a spirit willing to make the sacrifice for the sake of all Skara Brae. I suggest that thou shouldst ask Mayor Forsythe first, as it is his right to be considered before the others." He strokes his chin thoughtfully as you leave.
 1500. "Good. 'Tis always best to have someone to receive flowers. The flowers will cost 10 gold. Dost thou still want them?"
 1501. "Good. I do my job good!"
 1502. "Good. I thought so."
 1503. "Good. I will let you continue talking to me then! Which do you prefer, my living room or my bedroom?"
 1504. "Good. Let us leave."*
 1505. "Good. One less thing I have to carry."
 1506. "Good... bye."*
 1507. "Goodbye and farewell, 
 1508. "Goodbye and good luck... Thou'lt need it." The old mage snickers under his breath as if enjoying a personal joke, quite possibly at your expense.*
 1509. "Goodbye and good luck..." Erethian sounds truly sympathetic.
 1510. "Goodbye is said to you, human."*
 1511. "Goodbye!"*
 1512. "Goodbye, 
 1513. "Goodbye, Avatar. As always I thank thee for thy kindness in assisting two brothers in need. Forget not the lessons taught by the Shrines."*
 1514. "Goodbye, Avatar. Do come see us again soon."*
 1515. "Goodbye, Avatar. Good luck to thee."*
 1516. "Goodbye, Avatar."*
 1517. "Goodbye, my love! Oh yes! I love thee! It is true!"*
 1518. "Goodbye, stranger."*
 1519. "Goodbye, then!"*
 1520. "Goodbye, then."*
 1521. "Goodbye, young 
 1522. "Goodbye," the fighter bows.*
 1523. "Goodbye," the man sniffs.*
 1524. "Goodbye. Be sure to come to the show when it opens!"*
 1525. "Goodbye. I hope to see thee again, soon."*
 1526. "Goodbye. Watch thy back."*
 1527. "Goodbye." She kisses you again, and then turns so that she will not see you leave.*
 1528. "Goodbye."*
 1529. "Gorn wanted to dig for some buried treasure somewhere, when he heard some noises behind him. Upon turning, he was horrified to see a swarm of undead skeletons rushing toward him! In his haste to dig up the treasure, he had unbuckled his belt and laid down his sword. The only thing in his hands was the shovel. He immediately began swinging it and ended up knocking all the skeletons to bits! He now considers it his 'lucky shovel'!"
 1530. "Goth. Not that it is any of thy business!"
 1531. "Greetings 
 1532. "Greetings again, 
 1533. "Greetings again, Avatar!" De Maria bows.
 1534. "Greetings once again Britannian. What dost thou wish of me." The daemon is the soul of congeniality.
 1535. "Greetings once again, 
 1536. "Greetings to thee, 
 1537. "Greetings to thee, Sir Dupre. Art thou back again for thy study of wines for Brommer?"
 1538. "Greetings vonce again," Jergi says as he bows, making a swirling gesture with his hand.
 1539. "Greetings young man. How comes one so young into such company?"
 1540. "Greetings!" says Kliftin. "Hast thou gotten into any scrapes lately?"
 1541. "Greetings, 
 1542. "Greetings, again!" Pamela says.
 1543. "Greetings, and how may I be of service to thee?" asks Robin.
 1544. "Greetings, fair Phearcy. Yes, thank thee, things are well."
 1545. "Greetings, lad. Thou art looking well."*
 1546. "Greetings, traveller
 1547. "Greg runs a shop that sells provisions. If thou art planning any sort of expedition he is just the person to see. He seems to be lucky. Perhaps some of it will rub off on thee."
 1548. "Grrrr! They are a thorn in my side! They have been seeking me for the past three years! I neglected to report a certain amount of income for reagent distribution, and somehow they found me out. By the way, if thou shouldst ever care to visit me in the mountains, I can sell thee reagents at reduced prices!"
 1549. "Guards!"*
 1550. "H-H-How m-m-may I h-h-help thee, 
 1551. "Ha ha ha ha ha ha!"
 1552. "Ha ha ha ha ha ha!"*
 1553. "Ha! Ha! Ha! Ha! Ha! Ha! 'Tis a ripe one, Komor!"*
 1554. "Ha! Ha! Ha! Ha! With thy wit thou shouldst be on stage!"*
 1555. "Ha! I see thou art still a scallywag, Iolo."*
 1556. "Ha! Thou dost see, then? Everyone agrees! That should be proof enough!"
 1557. "Hail, 
 1558. "Hail, friend. I hope that I may assist thee in some way."
 1559. "Hail, mighty Avatar! Thou must not fail in thy quest to find the Talisman of Infinity. Remember: the scroll that will unlock its secret lies within this castle."*
 1560. "Halt!"
 1561. "Happy days, 
 1562. "Har! Har! Har! Har!"
 1563. "Har! Har! Thou art too correct, Leavell!"
 1564. "Hard to believe, is it not?"
 1565. "Harpies! To battle! Let us slay them at once!"
 1566. "Harrumph," says Anton.
 1567. "Has it really been that long, 
 1568. "Hast thou already forgotten me, 
 1569. "Hast thou already forgotten, dear Anton? Thou didst divulge that information to them some time ago."*
 1570. "Hast thou decided if thou wilt help me?"
 1571. "Hast thou discovered the reason for Zelda's moods?"
 1572. "Hast thou found my child?"
 1573. "Hast thou had a chance to sample any of my bread yet?"
 1574. "Hast thou in thy possesion the book on the Stone of Castambre?"
 1575. "Hast thou met my twin brother? He heads the Observatory here. And somewhere in the Lycaeum thou canst find Mariah. Sadly, she is not well up here." He touches his head.~~"Jillian, the sage, also studies here in the Lycaeum. A good person to see about other residents of Moonglow would be the bartender at the Friendly Knave. Phearcy knows almost all of us here on the island.~~"Oh, and thou must not forget the legend of Penumbra. 'Twas two hundred years ago she cast herself into a deep slumber. Now that I think about it, 
 1576. "Hast thou not already met him? He is my older brother, and my friend."
 1577. "Hast thou properly searched the stables?"
 1578. "Hast thou reconsidered thy task? Wilt thou deliver the package to Elynor in Minoc?"
 1579. "Hast thou seen Batlin? He has not shown up for the Fellowship meeting!"
 1580. "Hast thou seen Batlin? Where is he? He needs to lead our meeting!"
 1581. "Hast thou spoken with my twin, Nelson? He heads the Lycaeum. Or Elad? And surely thou knowest about the mage, Penumbra."
 1582. "Hast thou such a grudge against this inanimate object that thou wouldst see it perish forever?" His voice is laden with undisguised sarcasm. "I cannot take life from that which is already lifeless."
 1583. "Have a heart, I pray thee! I have a wife and six hungry children to feed." He feels your stare upon him. "Oh, very well. Wouldst thou believe I have a cat and it just had kittens?"
 1584. "Have a pleasant day, 
 1585. "Have courage. Have faith. Be strong. Be wise."*
 1586. "Have you nothing better to do than bother an old man?!" He seems quite put out with this line of conversation.*
 1587. "He and Menion used to spar together, after their exercises. 'Twas a beautiful... sight, 
 1588. "He and his mother reject The Fellowship. They are witless and stupid and I do not like them."
 1589. "He be in here every night after work. Good man, hard worker."
 1590. "He became lost some time ago while surveying the area for birds -- the Golden-Cheeked Warbler, I believe it was. Sadly, he travelled too far, and we have not heard from him since.~~"I do not wish to suffer the same fate."
 1591. "He befriended Seara and stayed the night with us once. He seemed like a nice young man, but misguided."
 1592. "He bought the slaughterhouse a few years ago, soon after he joined The Fellowship. I knew the previous owner."
 1593. "He gives baskets of fruit free to The Fellowship without Lord British's consent, I am quite certain."
 1594. "He grins, obviously embarrassed. "I am sorry. Though the branch opened here several years ago, it is the newest branch on Britannia. I still consider myself a new branch head here."
 1595. "He had devised a clever method of cheating at all the various games at the House of Chance. It had earned him several times his weight in gold coins, I am certain."
 1596. "He has a sailor's heart, an artist's soul and a craftsman's hands. He never lived his dream of sailing the world. His ships do that for him."
 1597. "He has abandoned all of his pirate ways! He is a bloody saint now, and whenever he sees me he tries to convince me to join The Fellowship. I avoid him at all costs now. I cannot stand to see him this way. It burns my blood!"~~Then, in a moment of weakness, the tough pirate says in a small voice, "I miss him, too. We were best mates." You could swear there are tears in his eyes.*
 1598. "He has an eye like a hawk, and is quicker than a cat. 'Twould be wise of thee to pay him respect."
 1599. "He has been in our care for a while now." Sintag smiles enigmatically.
 1600. "He has only been working here for a few weeks, but I already know he is not trustworthy. There is something obviously unscrupulous about him. He is not a friend of thine, is he?"
 1601. "He helps out at that Fellowship place. He is always interim branch leader for some reason. The real leader, a fellow named Abraham, is never here. Danag is all right. Kind of gullible."
 1602. "He is -- was -- the blacksmith. Mine one consolation lay with him, for I thought there would be at least one advantage to his death. Sadly," he inhales quickly, "even that did not occur."
 1603. "He is Brion's twin brother."
 1604. "He is T-T-Tolemac's older br-br-brother. I t-t-trust him."
 1605. "He is a brave and hearty fighter, and," she smiles, "he is also a bit on the attractive side."
 1606. "He is a classic example of The Fellowship making a vast difference in a person's life. Before he joined The Fellowship, he was without confidence and ready to put aside his trade. Now he stands on the verge of being recognized as the finest at his craft in the world."
 1607. "He is a comrade in arms of mine, and also a friend of Cosmo's. I have yet to meet a more trustworthy companion, for he more than disproves all the rumors about gargoyles."
 1608. "He is a cute one! And so well-mannered!"
 1609. "He is a druid who began The Fellowship about twenty years ago. He is highly intelligent, and is a warm and gentle human being."
 1610. "He is a fearless warrior, who cherishes any opportunity for combat. Beware of him."
 1611. "He is a fellow monk. He spends his time studying the plants, animals, and geography of Britannia."
 1612. "He is a fine lad, always willing to give us a hand. Unlike that rude urchin, Garritt."
 1613. "He is a former pirate and rogue, and he can be fairly mean. If he does not warm up to thee immediately, he may not at all. But once he does, thou wilt learn he is quite a sensitive man."
 1614. "He is a former rogue, I can tell thee that! And to think he makes a living now by teaching others to be the same!" Mandy shrugs. "To each their own."
 1615. "He is a gambler by profession, who earns his winnings at the House of Games's tables on Buccaneer's Den."
 1616. "He is a genius. Perhaps the greatest military mind that ever lived. He told us so!"
 1617. "He is a good man but thou mayest not wish to stand too close to him. Thou mayest catch something."
 1618. "He is a good man. The Mayor of Trinsic, he is. I have known him for years."
 1619. "He is a great archer who resides in the forest. He moved here to get away from the far-too-quickly growing towns."
 1620. "He is a mage that lives west of the forest of Yew."
 1621. "He is a sage who resides in New Magincia. Perhaps the most learned man in all Britannia! And now," he sighs, "I will no longer have the opportunity to glean knowledge from his voluminous body of wisdom."
 1622. "He is a tortured spirit. He blames himself for the destruction of the town. In his delusion, he feels the flames of his death constantly. However, I believe his state gives him a certain purification and wisdom. It is said that he even knows the answers to life and death."~~She looks bemused. "Regardless of that fact, it is from him that thou must get the magical concoction to destroy the Liche. However, I can give thee the list of ingredients."
 1623. "He is a very private person, but, oh, is he an attractive man, I must say! He works at The Baths. I will admit I am one of his clients. He doth truly clean my dishes, if thou dost know what I mean."
 1624. "He is a wealthy man and his two friends are big, strong men. They have been telling me about a very wonderful-sounding place called Buccaneer's Den."
 1625. "He is a wise man who knows many things and tells wonderful stories. Alagner came here to retreat from the outside world. I know not why."
 1626. "He is a wonder. Despite his blindness, he fights with amazing deftness. In fact, he also enjoys toying with mechanical items, and his loss of eyesight does not seem to affect that, either.~~"However, I sense in him a very recent change, remarkably like that in Sir Richter. He would be an interesting one to speak with. Thou mayest find him at Iolo's South."*
 1627. "He is always saying he has to work late. Some nights he comes home before dawn. Other nights he is out the entire night.~~"Well, I must not think about it. I only become saddened. I must concentrate on my music."
 1628. "He is an easy man to find, for Sir Horffe hardly ever leaves his side. Watch for the tall, muscular gargoyle."
 1629. "He is an embodiment of supreme evil. He must be stopped. He thrives on domination and control."
 1630. "He is an evil spirit who inhabits poor dead Horance's body. He has a hold on every being in this town -- even me. He sucks the life forces -- the little that remain -- from our souls. Please, thou must free us from his power. Wilt thou try?"
 1631. "He is an exceptionally smart animal. He understands the meditative way of life."~~Rayburt throws the dog a cookie, which is snarfed up in the blink of an eye. "He is cute, too," Rayburt says with complete seriousness.
 1632. "He is an extraordinary leader. Everyone looks up to him. Thou hast only to ask his captain."
 1633. "He is another aging pirate that has retired and lives on the island. We were mates for years, but then he joined that damned Fellowship. Now he thinks his droppings do not smell foul, if thou knowest what I mean."
 1634. "He is basically a good boy. He works hard and misses his father."
 1635. "He is beginning to act much more normally."
 1636. "He is in charge of managing the mines. Does a fair job, too. He usually joins me at the Gilded Lizard."
 1637. "He is in charge of the Hold when I am otherwise occupied. He has seemed somewhat changed of late, but I trust him nonetheless."
 1638. "He is in charge of the Lycaeum. He loves trinkets and rarities."
 1639. "He is just an acquaintance."
 1640. "He is much better now!"
 1641. "He is my best friend and the bravest man I know."
 1642. "He is my brother... and my friend. We protected the... Shrines together. We cannot let him... stay like that. Help me... assist him."
 1643. "He is my master, und de master ov all ov de people ov Balema. Brom is all powerful und if I am strong he vill aid me. Sometimes I hear de voice ov Brom inside ov mine head."
 1644. "He is my master..." The daemon's smile contorts into a scarcely hidden scowl of hatred. "Until other... arrangements can be made." Arcadion's toothsome smile appears on his shadowy features.
 1645. "He is my younger brother. Need I say more? I am a little concerned about him though. I am used to his rebellious behavior, but recently he has joined The Fellowship. That frightens me. They frighten me. I have tried to get him to come to his senses, but he is too busy enjoying making me worry to listen. Also, he is trying to get Morz to join. I wish I could get him to reconsider."
 1646. "He is nice, I suppose, but he is also a doddering old fool. I do not think he hath had a brain for more than a decade."
 1647. "He is one of the few people in town that I like. He is nice to us."
 1648. "He is our mayor. Eldroth recommended that we elect him, so, of course, we did. However, between the two of us, I think we ought to have someone new if Auston does not do something quickly. As a matter of fact, thou shouldst run for mayor, 
 1649. "He is our town advisor. Very wise man that Eldroth. He also sells provisions."
 1650. "He is our town healer. He hath been here for years. Nice fellow."
 1651. "He is our town shipwright. He is a man who has an exceedingly high opinion of himself."
 1652. "He is probably at the dock right now."
 1653. "He is probably in the Royal Nursery.
 1654. "He is probably the best healer in all Britannia. Why, he cured a, er, particular problem I had in no time at all."*
 1655. "He is quite a character, is he not?" Raymundo's face fills with pride.
 1656. "He is quite an able trainer in his own right. Not as skilled as myself, obviously. But I do think he is cute, though I bid thee, do not tell him that I spoke of this. It will only encourage him."
 1657. "He is quite looney. If thou dost ask me, I believe all the mages in the land are afflicted. Take a look and find out for thyself."
 1658. "He is quite obviously his father's son. Perhaps thou hast met him? Raymundo -- the director of the Royal Theatre. We believe Max will be quite a performer when he's older."
 1659. "He is second in command to Lord John-Paul. He is teaching me how to gamble well. In fact, he began increasing the lessons after joining The Fellowship."
 1660. "He is the Fellowship branch leader. Kind man."
 1661. "He is the Lord of Serpent's Hold. He is a capable leader and a fair man."
 1662. "He is the armourer. His shop is in the back of the Hold."
 1663. "He is the bartender at the Glided Gizzard." He stops, shakes his head, and then corrects himself. "I mean the Lilded Lizard," he frowns. "No, that's the Gilded Lizard. Yes that's it!"
 1664. "He is the blasted liche I was trying to destroy when the fire happened. Horance the mage apparently decided one day that mortality was not something for him. So, he began to research ways to avoid death. Finally, he came upon the formula required to make himself an undead -- an immortal undead -- liche. Unfortunately, this transformation, compounded with his already obsessive behavior, changed him into the evil thing he is today!~~"And 'tis his evil, Black Service that commands us all!"
 1665. "He is the branch head here in Moonglow."~She glances around cautiously. "Thou art travelling through the city, correct? And eventually going to visit another city -- Britain, perhaps?" She shoots another glance, apparently checking for something. Finally, she leans forward, speaking with a whisper.~"I am unsure whether Rankin is worthy of his position. I heard him talking to the new member, Tolemac, just before Rankin persuaded him to join. He admitted to having doubts about The Fellowship. He told Tolemac that he thought, perhaps, The Fellowship encouraged its members to be nothing more than sheep, and that those really `in charge' were charlatans, in it simply for the money. What does thou think about that?" She leans back.
 1666. "He is the captain of the guards. I would have no other for his position. He is the most honorable warrior I have ever met."
 1667. "He is the fighting instructor. In his spare time, he likes to make swords. Menion has been kind enough to give me one of his creations."
 1668. "He is the greatest ruler this land has ever known and I am proud to serve him."
 1669. "He is the head of the Fellowship Branch here in Trinsic. He and Father got into an argument a week ago when Klog and two of his friends came over to talk with Father."
 1670. "He is the leader of the cursed organization, The Fellowship!"
 1671. "He is the light of my life. A finer man does not exist." She beams.
 1672. "He is the only other boy in town anywhere near mine age. His parents do not want him playing with me because they think that 'associating with those kind of people' will 'hamper his education' or some such rubbish. I cannot stand the little bastard. And I hate the way he plays those stinking whistle panpipes!"
 1673. "He is the overseer at the mines, 
 1674. "He is the owner and bartender. Every night at 9, he goes to the Fellowship meetings, so I serve refreshment for him 
 1675. "He is the son of Feridwyn and Brita, who run the shelter. Garritt crosses the road to avoid us."
 1676. "He is the son ov Frederico and Tania. He left us to learn more about The Fellowship. Ov course, he feels responsible for vhat happened..."
 1677. "He is the tavern keeper at the Hallowed Dock, just inside the Hold's doors. He is wonderful at remembering and discussing important facts."
 1678. "He is the trainer. Quite a good fighter from what I hear."
 1679. "He is the undertaker who lives just north of the Brotherhood."
 1680. "He looks the same to me! Perhaps he has a little more waistline than before... but that is to be expected if one stays away from adventuring for too long!"*
